Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Type,Per_Sqft
1400.0,4.0,2.0,1.0,59,2.0,17800000,Apartment,11291.5
950.0,2.0,2.0,1.0,59,2.0,13200000,Apartment,11291.5
1350.0,3.0,3.0,2.0,59,2.0,14000000,Apartment,11291.5
1550.0,4.0,2.0,1.0,59,2.0,17500000,Apartment,11291.5
1300.0,3.0,2.0,2.0,59,2.0,17000000,Apartment,11291.5
1000.0,2.0,2.0,1.0,58,2.0,13000000,Apartment,11291.5
1500.0,3.0,3.0,1.0,58,2.0,17000000,Apartment,11291.5
950.0,2.0,2.0,1.0,59,2.0,12700000,Apartment,11291.5
1200.0,3.0,2.0,1.0,59,2.0,13500000,Apartment,11291.5
1400.0,4.0,2.0,1.0,59,2.0,17400000,Apartment,11291.5
1500.0,4.0,2.0,1.0,59,2.0,17800000,Apartment,11291.5
1050.0,2.0,2.0,1.0,59,2.0,12700000,Apartment,11291.5
1550.0,4.0,2.0,1.0,59,2.0,16200000,Apartment,11291.5
950.0,2.0,2.0,1.0,59,2.0,11100000,Apartment,11291.5
1150.0,2.0,2.0,1.0,59,2.0,13600000,Apartment,11291.5
1150.0,2.0,2.0,1.0,58,2.0,13100000,Apartment,11291.5
1150.0,2.0,2.0,1.0,59,2.0,12500000,Apartment,11291.5
1500.0,3.0,2.0,1.0,59,2.0,13600000,Apartment,11291.5
1800.0,4.0,4.0,1.0,312,2.0,12000000,Apartment,6667.0
1300.0,3.0,3.0,1.0,312,1.0,20000000,Apartment,15384.0
1150.0,2.0,2.0,0.0,290,1.0,13500000,Apartment,15384.0
1500.0,3.0,2.0,0.0,291,1.0,14000000,Apartment,15384.0
1150.0,2.0,2.0,2.0,67,2.0,10800000,Apartment,15384.0
900.0,3.0,2.0,2.0,213,1.0,9000000,Builder_Floor,11291.5
1150.0,3.0,2.0,2.0,213,1.0,6300000,Builder_Floor,11291.5
1000.0,3.0,3.0,2.0,316,1.0,5500000,Apartment,11291.5
450.0,1.0,1.0,2.0,213,1.0,2350000,Apartment,5222.0
1350.0,3.0,3.0,2.0,315,1.0,8500000,Apartment,5222.0
445.0,1.0,2.0,2.0,316,1.0,1650000,Apartment,5222.0
1200.0,2.0,2.0,2.0,180,1.0,10000000,Apartment,8333.0
50.0,1.0,1.0,0.0,133,1.0,1500000,Builder_Floor,8333.0
1100.0,2.0,2.0,2.0,315,1.0,2800000,Builder_Floor,8333.0
700.0,2.0,2.0,2.0,316,1.0,2600000,Builder_Floor,3714.0
500.0,1.0,1.0,1.0,213,1.0,2350000,Builder_Floor,3714.0
540.0,1.0,1.0,0.0,316,1.0,2350000,Apartment,3714.0
450.0,1.0,1.0,0.0,315,1.0,2000000,Builder_Floor,3714.0
800.0,2.0,2.0,2.0,315,1.0,5000000,Builder_Floor,3714.0
700.0,2.0,2.0,2.0,213,1.0,3500000,Builder_Floor,3714.0
750.0,2.0,2.0,2.0,315,1.0,4500000,Builder_Floor,3714.0
750.0,2.0,2.0,0.0,315,1.0,4000000,Builder_Floor,3714.0
1600.0,3.0,3.0,0.0,213,1.0,10800000,Builder_Floor,3714.0
1000.0,3.0,2.0,0.0,213,1.0,10000000,Builder_Floor,3714.0
1600.0,3.0,3.0,0.0,213,1.0,10800000,Builder_Floor,3714.0
900.0,3.0,2.0,2.0,180,1.0,9000000,Builder_Floor,3714.0
1700.0,3.0,3.0,2.0,213,1.0,8500000,Apartment,3714.0
1100.0,3.0,2.0,2.0,213,1.0,6000000,Builder_Floor,3714.0
1000.0,3.0,3.0,2.0,213,1.0,5500000,Apartment,3714.0
1000.0,3.0,2.0,2.0,180,1.0,7000000,Builder_Floor,7000.0
1100.0,3.0,2.0,1.0,315,1.0,6000000,Apartment,5455.0
765.0,3.0,2.0,0.0,180,1.0,3700000,Builder_Floor,4837.0
900.0,2.0,2.0,2.0,133,1.0,3100000,Builder_Floor,3444.0
600.0,2.0,2.0,0.0,315,1.0,4500000,Apartment,3444.0
360.0,1.0,1.0,2.0,133,1.0,1500000,Builder_Floor,4167.0
950.0,3.0,2.0,2.0,40,1.0,7090000,Builder_Floor,11291.5
3600.0,2.0,2.0,2.0,41,1.0,4500000,Builder_Floor,11291.5
1305.0,4.0,3.0,0.0,136,1.0,5500000,Builder_Floor,11291.5
1800.0,3.0,4.0,2.0,40,2.0,63000000,Apartment,11291.5
950.0,3.0,2.0,2.0,40,2.0,6990000,Builder_Floor,11291.5
800.0,2.0,2.0,2.0,40,1.0,4400000,Apartment,11291.5
1800.0,4.0,4.0,2.0,42,1.0,12500000,Builder_Floor,11291.5
800.0,2.0,2.0,2.0,40,1.0,3000000,Builder_Floor,11291.5
675.0,2.0,2.0,2.0,40,1.0,2800000,Builder_Floor,11291.5
1175.0,3.0,3.0,0.0,136,4.0,5000000,Builder_Floor,11291.5
1500.0,3.0,3.0,0.0,40,4.0,6000000,Builder_Floor,11291.5
810.0,2.0,2.0,0.0,40,4.0,4500000,Apartment,11291.5
630.0,2.0,2.0,0.0,42,1.0,2800000,Apartment,11291.5
650.0,2.0,2.0,2.0,40,1.0,2500000,Builder_Floor,11291.5
1800.0,4.0,4.0,2.0,42,1.0,8500000,Builder_Floor,11291.5
725.0,2.0,2.0,1.0,40,1.0,3000000,Apartment,4138.0
900.0,3.0,2.0,2.0,40,1.0,4900000,Builder_Floor,4138.0
750.0,2.0,2.0,0.0,40,1.0,3500000,Builder_Floor,4138.0
700.0,2.0,2.0,2.0,42,1.0,3000000,Builder_Floor,4138.0
950.0,3.0,2.0,2.0,40,1.0,7020000,Builder_Floor,4138.0
1600.0,3.0,4.0,0.0,84,1.0,60000000,Apartment,4138.0
900.0,2.0,2.0,2.0,40,1.0,3500000,Builder_Floor,4138.0
1500.0,3.0,3.0,2.0,40,1.0,7000000,Builder_Floor,4138.0
500.0,2.0,1.0,2.0,42,2.0,7000000,Apartment,4138.0
1035.0,3.0,3.0,2.0,42,1.0,4500000,Builder_Floor,4138.0
825.0,3.0,2.0,2.0,14,1.0,5990000,Builder_Floor,4138.0
1300.0,3.0,3.0,2.0,40,1.0,4400000,Builder_Floor,4138.0
765.0,2.0,2.0,0.0,40,4.0,2500000,Builder_Floor,4138.0
580.0,1.0,1.0,2.0,42,1.0,1600000,Builder_Floor,4138.0
1750.0,3.0,3.0,2.0,42,1.0,6500000,Builder_Floor,4138.0
650.0,2.0,2.0,2.0,186,1.0,2750000,Apartment,11291.5
405.0,1.0,1.0,2.0,186,1.0,1500000,Apartment,11291.5
675.0,2.0,1.0,0.0,186,1.0,2200000,Builder_Floor,3259.0
850.0,2.0,2.0,2.0,186,1.0,2800000,Apartment,3294.0
800.0,3.0,3.0,2.0,186,1.0,4500000,Apartment,3294.0
405.0,1.0,1.0,1.0,186,1.0,1800000,Apartment,3294.0
1350.0,3.0,3.0,0.0,186,1.0,8500000,Builder_Floor,3294.0
1350.0,3.0,3.0,0.0,186,1.0,8500000,Apartment,3294.0
450.0,1.0,1.0,0.0,186,1.0,1700000,Builder_Floor,3294.0
1300.0,3.0,3.0,2.0,186,2.0,7000000,Builder_Floor,3294.0
1050.0,3.0,2.0,0.0,186,2.0,5600000,Builder_Floor,3294.0
1675.0,4.0,3.0,1.0,186,2.0,13500000,Builder_Floor,8060.0
1250.0,3.0,3.0,0.0,186,2.0,8500000,Builder_Floor,8060.0
1080.0,3.0,3.0,0.0,186,5.0,6000000,Apartment,8060.0
1170.0,3.0,3.0,0.0,9,5.0,7200000,Builder_Floor,8060.0
1250.0,3.0,2.0,2.0,187,1.0,6500000,Apartment,8060.0
1500.0,3.0,3.0,2.0,9,1.0,8400000,Apartment,8060.0
1350.0,3.0,3.0,0.0,186,1.0,8500000,Apartment,8060.0
855.0,2.0,2.0,2.0,186,1.0,4000000,Builder_Floor,4678.0
540.0,1.0,1.0,0.0,186,1.0,1700000,Builder_Floor,3148.0
1044.0983,3.0,2.0,0.0,186,1.0,6000000,Builder_Floor,3148.0
405.0,1.0,1.0,2.0,186,1.0,1600000,Apartment,3148.0
500.0,1.0,2.0,2.0,186,1.0,2100000,Apartment,4200.0
450.0,1.0,1.0,1.0,186,1.0,1700000,Apartment,3778.0
405.0,1.0,1.0,0.0,9,1.0,1500000,Apartment,3778.0
405.0,1.0,1.0,0.0,186,1.0,1200000,Builder_Floor,2963.0
450.0,1.0,1.0,0.0,32,1.0,1650000,Apartment,3667.0
173.0,2.0,2.0,0.0,186,1.0,3500000,Builder_Floor,3667.0
1100.0,3.0,2.0,0.0,186,1.0,8500000,Builder_Floor,7727.0
600.0,2.0,2.0,0.0,186,1.0,3200000,Builder_Floor,5333.0
800.0,3.0,2.0,2.0,171,1.0,4400000,Builder_Floor,11291.5
990.0,4.0,3.0,0.0,172,1.0,7200000,Builder_Floor,11291.5
1100.0,3.0,2.0,2.0,172,1.0,7500000,Builder_Floor,11291.5
1100.0,3.0,2.0,0.0,171,1.0,6500000,Apartment,11291.5
527.0,2.0,2.0,2.0,172,1.0,3500000,Builder_Floor,11291.5
1000.0,2.0,2.0,2.0,172,1.0,6500000,Builder_Floor,11291.5
1000.0,3.0,2.0,2.0,172,1.0,6200000,Builder_Floor,11291.5
450.0,1.0,1.0,2.0,172,1.0,2500000,Builder_Floor,11291.5
600.0,2.0,2.0,2.0,171,1.0,3000000,Apartment,11291.5
950.0,3.0,2.0,1.0,172,1.0,6000000,Builder_Floor,11291.5
855.0,3.0,2.0,0.0,172,1.0,4800000,Apartment,11291.5
770.0,2.0,2.0,2.0,171,1.0,3790000,Builder_Floor,4922.0
810.0,3.0,2.0,2.0,171,1.0,4200000,Apartment,4922.0
710.0,2.0,2.0,0.0,171,1.0,2900000,Apartment,4922.0
950.0,3.0,2.0,0.0,172,1.0,5000000,Builder_Floor,4922.0
450.0,1.0,1.0,2.0,172,1.0,2100000,Builder_Floor,4922.0
500.0,2.0,2.0,2.0,172,1.0,3200000,Apartment,4922.0
600.0,2.0,1.0,2.0,172,1.0,3000000,Apartment,4922.0
420.0,1.0,1.0,0.0,172,1.0,2300000,Builder_Floor,4922.0
900.0,3.0,2.0,2.0,172,1.0,5900000,Builder_Floor,6556.0
945.0,3.0,2.0,2.0,172,1.0,5500000,Apartment,5820.0
565.0,2.0,2.0,0.0,171,1.0,3500000,Builder_Floor,5820.0
450.0,2.0,1.0,2.0,173,1.0,1700000,Apartment,3778.0
430.0,1.0,1.0,0.0,171,1.0,1850000,Builder_Floor,3778.0
550.0,2.0,2.0,0.0,171,1.0,2300000,Builder_Floor,3778.0
810.0,3.0,2.0,1.0,171,1.0,3800000,Builder_Floor,42222.0
720.0,3.0,2.0,2.0,172,1.0,4500000,Builder_Floor,42222.0
360.0,2.0,1.0,2.0,336,1.0,2200000,Apartment,42222.0
820.0,3.0,2.0,2.0,171,1.0,5200000,Builder_Floor,42222.0
459.0,2.0,2.0,2.0,173,1.0,2200000,Builder_Floor,43137.0
378.0,1.0,2.0,0.0,197,2.0,1500000,Apartment,11291.5
450.0,1.0,1.0,1.0,56,2.0,2200000,Apartment,4889.0
900.0,2.0,2.0,2.0,53,2.0,3800000,Apartment,4222.0
360.0,1.0,1.0,0.0,69,1.0,1800000,Apartment,5000.0
559.7228,2.0,2.0,1.0,195,3.0,2850000,Apartment,5092.0
350.0,1.0,1.0,0.0,195,3.0,2500000,Apartment,7143.0
365.0,1.0,1.0,0.0,195,39.0,3500000,Apartment,7143.0
390.0,1.0,1.0,0.0,71,39.0,2000000,Apartment,5128.0
350.0,1.0,1.0,0.0,55,39.0,3000000,Apartment,5128.0
210.0,1.0,1.0,2.0,71,39.0,2000000,Apartment,5128.0
50.0,1.0,1.0,0.0,71,39.0,3500000,Apartment,5128.0
500.0,1.0,1.0,0.0,77,39.0,1800000,Apartment,3600.0
350.0,1.0,1.0,0.0,71,39.0,1600000,Apartment,4571.0
379.0,1.0,1.0,0.0,71,1.0,1600000,Builder_Floor,4221.0
236.8058,1.0,1.0,0.0,195,1.0,2000000,Apartment,4221.0
445.0,1.0,1.0,0.0,196,1.0,1500000,Apartment,4221.0
452.0838,2.0,1.0,1.0,56,1.0,3000000,Apartment,6636.0
350.0,1.0,1.0,0.0,195,1.0,1490000,Apartment,4270.0
437.0,1.0,1.0,1.0,71,1.0,3500000,Apartment,4270.0
61.0,3.0,3.0,0.0,31,1.0,4000000,Apartment,4270.0
495.0,2.0,2.0,0.0,195,1.0,1750000,Builder_Floor,4270.0
900.0,2.0,2.0,0.0,199,1.0,4600000,Apartment,4270.0
350.0,1.0,1.0,2.0,71,1.0,1800000,Builder_Floor,5143.0
585.0,2.0,2.0,0.0,195,1.0,1900000,Builder_Floor,3248.0
198.0,1.0,1.0,1.0,198,1.0,1000000,Apartment,5051.0
4900.0,1.0,1.0,0.0,71,1.0,1000000,Apartment,5051.0
2077.4327,1.0,1.0,0.0,55,1.0,1000000,Builder_Floor,5051.0
50.0,1.0,1.0,2.0,71,1.0,3500000,Apartment,5051.0
990.0,3.0,2.0,1.0,195,1.0,5000000,Builder_Floor,5051.0
425.0,1.0,1.0,0.0,195,1.0,2200000,Apartment,5176.0
750.0,2.0,2.0,0.0,175,1.0,13000000,Builder_Floor,11291.5
1400.0,3.0,3.0,2.0,307,2.0,34000000,Builder_Floor,11291.5
3600.0,4.0,4.0,2.0,112,3.0,60000000,Builder_Floor,11291.5
3000.0,4.0,5.0,2.0,112,4.0,74500000,Builder_Floor,11291.5
2750.0,4.0,5.0,0.0,112,2.0,75000000,Builder_Floor,11291.5
2050.0,4.0,4.0,2.0,112,2.0,62500000,Builder_Floor,11291.5
3000.0,4.0,4.0,0.0,111,2.0,67000000,Builder_Floor,14888.0
850.0,2.0,2.0,0.0,175,2.0,8500000,Builder_Floor,14888.0
750.0,2.0,2.0,0.0,175,2.0,11500000,Builder_Floor,14888.0
2600.0,4.0,5.0,2.0,111,3.0,52500000,Builder_Floor,14888.0
800.0,2.0,2.0,2.0,175,1.0,12000000,Builder_Floor,14888.0
550.0,2.0,2.0,2.0,175,2.0,10700000,Builder_Floor,14888.0
700.0,2.0,2.0,2.0,175,1.0,9000000,Apartment,14888.0
2316.0,3.0,4.0,1.0,112,1.0,100000000,Builder_Floor,14888.0
900.0,3.0,2.0,2.0,151,1.0,6200000,Apartment,14888.0
100.0,3.0,2.0,2.0,175,1.0,17000000,Builder_Floor,14888.0
900.0,2.0,3.0,2.0,176,2.0,12500000,Builder_Floor,14888.0
1500.0,2.0,2.0,2.0,175,3.0,13000000,Builder_Floor,14888.0
650.0,3.0,2.0,0.0,151,3.0,4200000,Builder_Floor,14888.0
2000.0,4.0,4.0,2.0,175,2.0,36000000,Builder_Floor,14888.0
500.0,1.0,1.0,0.0,175,2.0,2300000,Apartment,14888.0
1125.0,2.0,2.0,0.0,175,2.0,8100000,Builder_Floor,7200.0
1300.0,3.0,3.0,2.0,175,1.0,10000000,Builder_Floor,7200.0
2500.0,4.0,5.0,0.0,112,1.0,62500000,Builder_Floor,7200.0
2200.0,4.0,5.0,2.0,112,2.0,65000000,Builder_Floor,7200.0
1290.0,3.0,2.0,2.0,175,2.0,20000000,Builder_Floor,7200.0
2250.0,4.0,4.0,2.0,112,2.0,57500000,Builder_Floor,7200.0
1350.0,3.0,3.0,2.0,307,2.0,30000000,Builder_Floor,7200.0
1400.0,3.0,3.0,2.0,307,1.0,30000000,Builder_Floor,21429.0
1700.0,3.0,3.0,0.0,307,2.0,30000000,Builder_Floor,21429.0
450.0,1.0,1.0,0.0,94,1.0,3300000,Apartment,11291.5
750.0,2.0,1.0,0.0,126,1.0,7350000,Apartment,11291.5
1500.0,4.0,1.0,0.0,96,1.0,12500000,Apartment,11291.5
400.0,1.0,1.0,2.0,94,1.0,3500000,Apartment,11291.5
650.0,2.0,2.0,0.0,94,1.0,6500000,Builder_Floor,11291.5
900.0,2.0,2.0,1.0,94,2.0,6900000,Builder_Floor,7666.0
400.0,1.0,1.0,0.0,94,1.0,3600000,Builder_Floor,7666.0
900.0,3.0,2.0,2.0,94,2.0,13500000,Apartment,7666.0
1000.0,3.0,2.0,1.0,51,1.0,9200000,Apartment,9200.0
405.0,1.0,1.0,0.0,94,1.0,2500000,Apartment,9200.0
1700.0,3.0,2.0,1.0,51,1.0,17000000,Apartment,9200.0
800.0,3.0,2.0,2.0,95,1.0,9030000,Apartment,9200.0
1076.39,3.0,2.0,0.0,94,10.0,9300000,Builder_Floor,8640.0
750.0,2.0,1.0,2.0,79,2.0,6500000,Apartment,8640.0
460.0,2.0,1.0,0.0,94,2.0,3300000,Builder_Floor,8640.0
370.0,1.0,1.0,0.0,94,2.0,2400000,Builder_Floor,6486.0
1800.0,3.0,3.0,2.0,94,1.0,15000000,Builder_Floor,8333.0
1080.0,3.0,1.0,0.0,95,1.0,7000000,Apartment,8333.0
350.0,1.0,1.0,0.0,76,1.0,4200000,Apartment,12000.0
500.0,2.0,1.0,1.0,95,1.0,5800000,Apartment,12000.0
900.0,3.0,2.0,2.0,94,1.0,4800000,Apartment,12000.0
800.0,2.0,2.0,2.0,94,1.0,7500000,Apartment,9375.0
350.0,1.0,1.0,0.0,57,1.0,3000000,Apartment,9375.0
430.556,1.0,1.0,0.0,95,1.0,4300000,Apartment,9375.0
500.0,1.0,1.0,2.0,94,1.0,2600000,Builder_Floor,5200.0
1450.0,2.0,2.0,0.0,95,1.0,7000000,Apartment,5200.0
800.0,2.0,2.0,0.0,94,1.0,6000000,Builder_Floor,7500.0
1000.0,2.0,2.0,2.0,94,1.0,6700000,Apartment,6700.0
1000.0,3.0,3.0,1.0,78,1.0,9500000,Apartment,9500.0
1600.0,3.0,2.0,2.0,51,1.0,17000000,Apartment,10625.0
900.0,2.0,2.0,2.0,335,1.0,8000000,Apartment,11291.5
1500.0,3.0,3.0,2.0,335,1.0,12000000,Apartment,11291.5
1050.0,2.0,2.0,2.0,335,1.0,9000000,Apartment,11291.5
1300.0,3.0,2.0,2.0,285,2.0,11500000,Apartment,11291.5
1600.0,4.0,3.0,1.0,179,1.0,20000000,Apartment,11291.5
900.0,2.0,2.0,2.0,235,1.0,8550000,Apartment,11291.5
1350.0,4.0,4.0,2.0,2,1.0,10500000,Apartment,11291.5
1000.0,3.0,2.0,1.0,103,2.0,12000000,Apartment,11291.5
1400.0,3.0,2.0,0.0,301,1.0,11000000,Apartment,11291.5
975.0,3.0,2.0,2.0,335,1.0,12000000,Apartment,11291.5
900.0,2.0,2.0,0.0,178,114.0,9000000,Apartment,11291.5
1100.0,2.0,2.0,2.0,335,114.0,10000000,Apartment,11291.5
950.0,2.0,2.0,0.0,335,114.0,8100000,Apartment,11291.5
1300.0,3.0,3.0,1.0,335,1.0,9200000,Apartment,11291.5
1459.0,3.0,3.0,2.0,335,1.0,14200000,Apartment,11291.5
1000.0,2.0,2.0,2.0,295,1.0,7500000,Apartment,11291.5
1100.0,2.0,2.0,2.0,285,1.0,9500000,Apartment,11291.5
1450.0,3.0,2.0,1.0,295,1.0,14000000,Apartment,9655.0
1450.0,3.0,3.0,2.0,2,1.0,11600000,Apartment,9655.0
1150.0,3.0,3.0,2.0,335,1.0,12000000,Apartment,9655.0
780.0,2.0,2.0,2.0,335,1.0,7500000,Apartment,9655.0
1300.0,3.0,2.0,2.0,10,2.0,9800000,Apartment,9655.0
1350.0,3.0,3.0,2.0,208,1.0,12000000,Apartment,9655.0
1200.0,3.0,2.0,2.0,174,1.0,12500000,Apartment,9655.0
1460.0,3.0,3.0,2.0,232,1.0,16500000,Apartment,9655.0
1460.0,3.0,3.0,0.0,335,1.0,12000000,Apartment,9655.0
1100.0,2.0,2.0,0.0,335,1.0,7200000,Apartment,9655.0
1500.0,3.0,3.0,1.0,37,2.0,15000000,Apartment,10000.0
1050.0,2.0,2.0,2.0,131,1.0,10000000,Apartment,10000.0
1350.0,3.0,3.0,2.0,114,1.0,11000000,Apartment,10000.0
1500.0,2.0,2.0,1.0,115,2.0,24700000,Apartment,16466.0
976.0,2.0,2.0,1.0,115,2.0,24900000,Apartment,25512.0
540.0,2.0,1.0,2.0,3,1.0,3600000,Builder_Floor,25512.0
450.0,1.0,1.0,2.0,28,1.0,1700000,Builder_Floor,25512.0
900.0,2.0,2.0,0.0,314,1.0,11000000,Apartment,25512.0
2500.0,4.0,4.0,2.0,314,2.0,75000000,Builder_Floor,30000.0
979.5149,2.0,2.0,0.0,116,1.0,24800000,Apartment,30000.0
945.0,2.0,2.0,2.0,116,1.0,24900000,Apartment,30000.0
976.0,2.0,2.0,0.0,116,2.0,24900000,Apartment,30000.0
1531.0,2.0,2.0,0.0,115,2.0,25900000,Apartment,16917.0
1000.0,2.0,2.0,0.0,314,2.0,11700000,Builder_Floor,16917.0
750.0,3.0,2.0,1.0,314,2.0,13500000,Apartment,16917.0
900.0,3.0,2.0,1.0,4,1.0,5500000,Builder_Floor,16917.0
1512.0,2.0,2.0,0.0,115,1.0,30000000,Apartment,19841.0
35.0,3.0,2.0,2.0,3,2.0,4950000,Apartment,19841.0
1500.0,3.0,2.0,2.0,314,1.0,16000000,Apartment,19841.0
2907.0,4.0,4.0,2.0,314,1.0,30000000,Apartment,10320.0
2210.0,4.0,3.0,2.0,314,1.0,41000000,Builder_Floor,10320.0
750.0,2.0,2.0,2.0,4,1.0,3800000,Builder_Floor,10320.0
2518.7526,4.0,5.0,0.0,116,2.0,68900000,Apartment,10320.0
588.0,2.0,2.0,0.0,137,2.0,1800000,Apartment,10320.0
540.0,2.0,1.0,0.0,344,2.0,1500000,Builder_Floor,2778.0
1100.0,3.0,3.0,2.0,314,2.0,12500000,Apartment,2778.0
550.0,2.0,1.0,2.0,28,2.0,1600000,Apartment,2778.0
750.0,3.0,2.0,2.0,27,1.0,2400000,Builder_Floor,2778.0
1260.0,3.0,2.0,2.0,3,1.0,7000000,Builder_Floor,5556.0
675.0,2.0,2.0,0.0,4,1.0,3100000,Builder_Floor,5556.0
810.0,2.0,2.0,2.0,314,1.0,14500000,Apartment,5556.0
3150.0,4.0,5.0,2.0,314,3.0,61500000,Builder_Floor,5556.0
2000.0,4.0,4.0,2.0,314,1.0,27500000,Builder_Floor,5556.0
1775.0,3.0,3.0,2.0,322,1.0,25500000,Apartment,14366.0
1135.0,3.0,3.0,1.0,322,2.0,25000000,Apartment,14366.0
1252.0,2.0,2.0,2.0,322,1.0,18500000,Apartment,14776.0
2000.0,4.0,4.0,2.0,322,1.0,39700000,Apartment,14776.0
530.0,4.0,1.0,2.0,92,1.0,6800000,Apartment,14776.0
1332.0,3.0,2.0,2.0,29,1.0,6540000,Builder_Floor,14776.0
1017.0,3.0,3.0,2.0,322,1.0,22000000,Apartment,14776.0
1775.0,3.0,3.0,2.0,322,1.0,25500000,Apartment,14366.0
987.0,2.0,2.0,2.0,322,1.0,17000000,Apartment,14366.0
1912.0,3.0,3.0,2.0,322,1.0,27500000,Apartment,14382.0
5236.0,5.0,7.0,0.0,322,3.0,73700000,Apartment,14092.0
2805.0,4.0,4.0,0.0,322,2.0,52300000,Apartment,14092.0
1500.0,3.0,3.0,0.0,74,2.0,16000000,Apartment,14092.0
1280.0,3.0,3.0,1.0,148,2.0,15000000,Builder_Floor,14092.0
1775.0,3.0,3.0,2.0,322,1.0,25500000,Apartment,14366.0
675.0,2.0,2.0,2.0,148,1.0,10000000,Builder_Floor,14815.0
576.0,2.0,2.0,0.0,233,1.0,5000000,Apartment,14815.0
1206.0,3.0,3.0,2.0,148,1.0,20000000,Builder_Floor,16584.0
1143.0,2.0,2.0,0.0,73,1.0,16000000,Apartment,125984.0
345.0,1.0,1.0,2.0,148,1.0,5500000,Builder_Floor,125984.0
720.0,2.0,1.0,2.0,92,1.0,7000000,Builder_Floor,9722.0
468.0,2.0,2.0,0.0,148,1.0,4100000,Builder_Floor,8761.0
1600.0,3.0,3.0,2.0,148,1.0,24000000,Builder_Floor,8761.0
950.0,2.0,2.0,1.0,73,1.0,12500000,Apartment,8761.0
535.0,2.0,1.0,1.0,92,1.0,3900000,Apartment,7290.0
1200.0,3.0,2.0,2.0,148,1.0,14500000,Builder_Floor,7290.0
1501.0,3.0,2.0,2.0,322,1.0,20000000,Apartment,13324.0
1135.0,3.0,3.0,1.0,322,2.0,24500000,Apartment,13324.0
1200.0,3.0,2.0,2.0,322,1.0,20900000,Apartment,13324.0
2200.0,3.0,3.0,2.0,322,1.0,43100000,Apartment,13324.0
1240.0,3.0,3.0,0.0,81,1.0,18000000,Apartment,11291.5
3002.0,4.0,5.0,2.0,82,2.0,50000000,Apartment,11291.5
1350.0,3.0,2.0,0.0,214,1.0,18500000,Apartment,11291.5
2300.0,4.0,5.0,2.0,214,3.0,46500000,Apartment,11291.5
1429.0,3.0,3.0,0.0,214,2.0,17500000,Apartment,11291.5
2430.0,4.0,5.0,2.0,214,2.0,42500000,Apartment,11291.5
1450.0,3.0,3.0,2.0,82,2.0,15500000,Apartment,11291.5
1250.0,2.0,2.0,1.0,82,2.0,15000000,Apartment,11291.5
2800.0,4.0,4.0,0.0,82,2.0,40000000,Apartment,14285.0
1646.0,3.0,3.0,0.0,82,1.0,20000000,Apartment,12151.0
900.0,2.0,2.0,2.0,214,1.0,6700000,Apartment,12151.0
1250.0,3.0,2.0,2.0,82,1.0,16000000,Apartment,12151.0
900.0,3.0,2.0,0.0,214,1.0,8000000,Builder_Floor,8889.0
1590.0,3.0,2.0,0.0,82,2.0,25000000,Apartment,8889.0
990.0,3.0,2.0,0.0,214,2.0,25000000,Apartment,8889.0
2282.0,4.0,5.0,0.0,82,2.0,37500000,Apartment,8889.0
1260.0,3.0,3.0,2.0,82,1.0,25000000,Apartment,8889.0
1457.0,3.0,3.0,0.0,214,1.0,23000000,Apartment,8889.0
1400.0,3.0,2.0,2.0,214,2.0,17500000,Apartment,8889.0
2175.0,4.0,4.0,0.0,81,1.0,44000000,Apartment,8889.0
1450.0,3.0,3.0,2.0,82,2.0,15000000,Apartment,8889.0
2800.0,4.0,5.0,2.0,82,2.0,42500000,Apartment,15178.0
861.112,2.0,2.0,1.0,214,2.0,5000000,Builder_Floor,5806.0
2282.0,4.0,5.0,0.0,82,2.0,38000000,Apartment,5806.0
1753.0,3.0,3.0,0.0,82,1.0,19000000,Apartment,10838.0
2659.0,4.0,5.0,0.0,214,3.0,43500000,Apartment,10838.0
1550.0,3.0,2.0,0.0,214,3.0,19500000,Apartment,10838.0
1470.0,3.0,2.0,2.0,82,2.0,14200000,Apartment,10838.0
702.0,3.0,2.0,2.0,214,2.0,14200000,Apartment,10838.0
1138.0,2.0,2.0,2.0,214,2.0,13500000,Apartment,10838.0
1600.0,3.0,3.0,2.0,304,2.0,21000000,Builder_Floor,11291.5
1600.0,3.0,3.0,2.0,304,1.0,22500000,Builder_Floor,11291.5
1250.0,2.0,4.0,2.0,303,1.0,19000000,Builder_Floor,11291.5
810.0,3.0,2.0,2.0,305,1.0,7500000,Builder_Floor,11291.5
585.0,2.0,2.0,2.0,296,1.0,4000000,Builder_Floor,11291.5
1700.0,3.0,3.0,0.0,296,2.0,8000000,Builder_Floor,11291.5
1800.0,3.0,4.0,2.0,304,2.0,19000000,Apartment,10556.0
600.0,1.0,1.0,0.0,305,2.0,7000000,Apartment,10556.0
1250.0,3.0,3.0,0.0,221,1.0,5800000,Builder_Floor,10556.0
600.0,3.0,2.0,2.0,296,1.0,8000000,Builder_Floor,10556.0
1600.0,3.0,4.0,0.0,304,1.0,18800000,Apartment,10556.0
1100.0,3.0,2.0,2.0,221,1.0,6000000,Builder_Floor,10556.0
450.0,1.0,1.0,0.0,221,1.0,2200000,Apartment,10556.0
855.0,3.0,2.0,2.0,296,1.0,6500000,Builder_Floor,10556.0
1291.668,3.0,2.0,0.0,304,1.0,23500000,Apartment,10556.0
1300.0,2.0,2.0,2.0,304,2.0,16000000,Apartment,12307.0
